-179,-74,6303f44121595e18cf67cba2,0,1
-179,-73,610aa53e4d2c0b04f77057b4,0,1
-179,-72,610aa53e4d2c0b04f77057b4,0,1
-179,-71,610aa53e4d2c0b04f77057b4,0,1
-179,-70,610aa53e4d2c0b04f77057b4,0,1
-179,-69,610aa53e4d2c0b04f77057b4,0,1
-179,-68,610aa53e4d2c0b04f77057b4,0,1
-179,-67,610aa53e4d2c0b04f77057b4,0,1
-179,-66,610aa53e4d2c0b04f77057b4,0,1
-179,-65,610aa53e4d2c0b04f77057b4,0,1
-179,-64,610aa53e4d2c0b04f77057b4,0,1
-179,-63,610aa53e4d2c0b04f77057b4,0,1
-179,-62,610aa53e4d2c0b04f77057b4,0,1
-179,-61,610aa53e4d2c0b04f77057b4,0,1
-179,-60,610aa53e4d2c0b04f77057b4,0,1
-179,-59,610aa53e4d2c0b04f77057b4,0,1
-179,-58,610aa53e4d2c0b04f77057b4,0,1
-179,-57,610aa53e4d2c0b04f77057b4,0,1
-179,-56,610aa53e4d2c0b04f77057b4,0,1
-179,-55,610aa53e4d2c0b04f77057b4,0,1
-179,-54,610aa53e4d2c0b04f77057b4,0,1
-179,-53,610aa53e4d2c0b04f77057b4,0,1
-179,-52,610aa53e4d2c0b04f77057b4,0,1
-179,-51,610aa53e4d2c0b04f77057b4,0,1
-179,-50,610aa53e4d2c0b04f77057b4,0,1
-179,-49,610aa53e4d2c0b04f77057b4,0,1
-179,-48,610aa53e4d2c0b04f77057b4,0,1
-179,-47,610aa53e4d2c0b04f77057b4,0,1
-179,-46,610aa53e4d2c0b04f77057b4,0,1
-179,-45,610aa53e4d2c0b04f77057b4,0,1
-179,-44,610aa53e4d2c0b04f77057b4,0,1
-179,-43,610aa53e4d2c0b04f77057b4,0,1
-179,-42,610aa53e4d2c0b04f77057b4,0,1
-179,-41,610aa53e4d2c0b04f77057b4,0,1
-179,-40,610aa53e4d2c0b04f77057b4,0,1
-179,-39,610aa53e4d2c0b04f77057b4,0,1
-179,-38,610aa53e4d2c0b04f77057b4,0,1
-179,-37,610aa53e4d2c0b04f77057b4,0,1
-179,-36,610aa53e4d2c0b04f77057b4,0,1
-179,-35,610aa53e4d2c0b04f77057b4,0,1
-179,-34,610aa53e4d2c0b04f77057b4,0,1
-179,-33,610aa53e4d2c0b04f77057b4,0,1
-179,-32,610aa53e4d2c0b04f77057b4,0,1
-179,-31,610aa53e4d2c0b04f77057b4,0,1
-179,-30,610aa53e4d2c0b04f77057b4,0,1
-179,-29,610aa53e4d2c0b04f77057b4,0,1
-179,-28,610aa53e4d2c0b04f77057b4,0,1
-179,-27,610aa53e4d2c0b04f77057b4,0,1
-179,-26,610aa53e4d2c0b04f77057b4,0,1
-179,-25,610aa53e4d2c0b04f77057b4,0,1
-179,-24,610aa53e4d2c0b04f77057b4,0,1
-179,-23,610aa53e4d2c0b04f77057b4,0,1
-179,-22,610aa53e4d2c0b04f77057b4,0,1
-179,-21,610aa53e4d2c0b04f77057b4,0,1
-179,-20,610aa53e4d2c0b04f77057b4,0,1
-179,-19,610aa53e4d2c0b04f77057b4,0,1
-179,-18,610aa53e4d2c0b04f77057b4,0,1
-179,-17,610aa53e4d2c0b04f77057b4,0,1
-179,-16,610aa53e4d2c0b04f77057b4,0,1
-179,-15,610aa53e4d2c0b04f77057b4,0,1
-179,-14,610aa53e4d2c0b04f77057b4,0,1
-179,-13,610aa53e4d2c0b04f77057b4,0,1
-179,-12,610aa53e4d2c0b04f77057b4,0,1
-179,-11,610aa53e4d2c0b04f77057b4,0,1
-179,-10,610aa53e4d2c0b04f77057b4,0,1
-179,-9,610aa53e4d2c0b04f77057b4,0,1
-179,-8,610aa53e4d2c0b04f77057b4,0,1
-179,-7,610aa53e4d2c0b04f77057b4,0,1
-179,-6,610aa53e4d2c0b04f77057b4,0,1
-179,-5,610aa53e4d2c0b04f77057b4,0,1
-179,-4,610aa53e4d2c0b04f77057b4,0,1
-179,-3,610aa53e4d2c0b04f77057b4,0,1
-179,-2,610aa53e4d2c0b04f77057b4,0,1
-179,-1,610aa53e4d2c0b04f77057b4,0,1
-179,0,610aa53e4d2c0b04f77057b4,0,1
-179,1,610aa53e4d2c0b04f77057b4,0,1
-179,2,610aa53e4d2c0b04f77057b4,0,1
-179,3,610aa53e4d2c0b04f77057b4,0,1
-179,4,610aa53e4d2c0b04f77057b4,0,1
-179,5,610aa53e4d2c0b04f77057b4,0,1
-179,6,610aa53e4d2c0b04f77057b4,0,1
-179,7,610aa53e4d2c0b04f77057b4,0,1
-179,8,610aa53e4d2c0b04f77057b4,0,1
-179,9,610aa53e4d2c0b04f77057b4,0,1
-179,10,610aa53e4d2c0b04f77057b4,0,1
-179,11,610aa53e4d2c0b04f77057b4,0,1
-179,12,610aa53e4d2c0b04f77057b4,0,1
-179,13,610aa53e4d2c0b04f77057b4,0,1
-179,14,610aa53e4d2c0b04f77057b4,0,1
-179,15,610aa53e4d2c0b04f77057b4,0,1
-179,16,610aa53e4d2c0b04f77057b4,0,1
-179,17,610aa53e4d2c0b04f77057b4,0,1
-179,18,610aa53e4d2c0b04f77057b4,0,1
-179,19,610aa53e4d2c0b04f77057b4,0,1
-179,20,610aa53e4d2c0b04f77057b4,0,1
-179,21,610aa53e4d2c0b04f77057b4,0,1
-179,22,610aa53e4d2c0b04f77057b4,0,1
-179,23,610aa53e4d2c0b04f77057b4,0,1
-179,24,610aa53e4d2c0b04f77057b4,0,1
-179,25,610aa53e4d2c0b04f77057b4,0,1
-179,26,610aa53e4d2c0b04f77057b4,0,1
-179,27,610aa53e4d2c0b04f77057b4,0,1
-179,28,610aa53e4d2c0b04f77057b4,0,1
-179,29,610aa53e4d2c0b04f77057b4,0,1
-179,30,610aa53e4d2c0b04f77057b4,0,1
-179,31,610aa53e4d2c0b04f77057b4,0,1
-179,32,610aa53e4d2c0b04f77057b4,0,1
-179,33,610aa53e4d2c0b04f77057b4,0,1
-179,34,610aa53e4d2c0b04f77057b4,0,1
-179,35,610aa53e4d2c0b04f77057b4,0,1
-179,36,610aa53e4d2c0b04f77057b4,0,1
-179,37,610aa53e4d2c0b04f77057b4,0,1
-179,38,610aa53e4d2c0b04f77057b4,0,1
-179,39,610aa53e4d2c0b04f77057b4,0,1
